iter	Logloss
471	0.1645836784
472	0.1645708716
473	0.1645547656
474	0.1645353345
475	0.1645185718
476	0.1644858813
477	0.1644605924
478	0.1644387508
479	0.1644302287
480	0.1644123055
481	0.1644012663
482	0.1643821549
483	0.1643784619
484	0.1643499194
485	0.1643219808
486	0.1642916341
487	0.1642722909
488	0.1642542171
489	0.1642250505
490	0.1641979858
491	0.1641823926
492	0.1641567074
493	0.1641457031
494	0.1641148918
495	0.1640957568
496	0.1640671883
497	0.1640617057
498	0.1640412492
499	0.1640307088
500	0.1640025057
501	0.1639909847
502	0.1639765666
503	0.1639506291
504	0.1639192489
505	0.1639037785
506	0.1638711182
507	0.1638596924
508	0.1638476855
509	0.1638114681
510	0.1637791032
511	0.1637538249
512	0.1637349373
513	0.1637347616
514	0.1637020687
515	0.1636886995
516	0.1636725537
517	0.1636418555
518	0.163630367
519	0.1636056567
520	0.1635766138
521	0.1635528182
522	0.16352125
523	0.1634966585
524	0.1634790389
525	0.1634612044
526	0.1634515584
527	0.1634314364
528	0.1634081242
529	0.1633918986
530	0.1633815584
531	0.1633557959
532	0.1633321533
533	0.1633068083
534	0.1632920418
535	0.1632769637
536	0.1632549333
537	0.1632365275
538	0.1632143864
539	0.1631985612
540	0.1631726864
541	0.1631469019
542	0.1631467318
543	0.1631302197
544	0.163108811
545	0.1630865373
546	0.1630687874
547	0.1630569531
548	0.1630337272
549	0.1630217603
550	0.1629825293
551	0.1629524976
552	0.1629313786
553	0.1628976945
554	0.162886215
555	0.1628728328
556	0.1628602653
557	0.1628271159
558	0.1628082739
559	0.1627924886
560	0.1627670451
561	0.1627416878
562	0.1627174487
563	0.1627138289
564	0.1626956543
565	0.1626818547
566	0.1626612402
567	0.1626388704
568	0.1626273006
569	0.1625939771
570	0.1625704102
571	0.1625376408
572	0.1625227311
573	0.162507439
574	0.1624899325
575	0.1624674772
576	0.1624425081
577	0.1624175993
578	0.1624071297
579	0.1623869108
580	0.1623790609
581	0.1623610889
582	0.1623411637
583	0.1623210596
584	0.1623024544
585	0.1622878931
586	0.1622683301
587	0.162242098
588	0.1622259261
589	0.1622091691
590	0.1621874813
591	0.1621631755
592	0.1621460579
593	0.1621263753
594	0.1621040332
595	0.1620894377
596	0.1620778223
597	0.1620609692
598	0.1620432975
599	0.1620172567
600	0.1619888062
601	0.1619680518
602	0.1619530916
603	0.1619244401
604	0.1619021533
605	0.1618851294
606	0.161866141
607	0.161848243
608	0.1618342497
609	0.1618146232
610	0.1618018335
611	0.1617864315
612	0.161762159
613	0.1617484432
614	0.1617260311
615	0.1617120207
616	0.1616824919
617	0.1616602913
618	0.1616524032
619	0.1616370451
620	0.1616122005
621	0.1615841113
622	0.1615733415
623	0.161549161
624	0.1615416349
625	0.1615209546
626	0.1615042147
627	0.1614837223
628	0.1614613208
629	0.1614417627
630	0.1614268042
631	0.1614120231
632	0.1613868538
633	0.1613760645
634	0.161341901
635	0.1613306917
636	0.1613142456
637	0.161290966
638	0.1612826139
639	0.1612686532
640	0.1612551335
641	0.1612550049
642	0.1612355688
643	0.1612055127
644	0.1611986662
645	0.1611747274
646	0.1611524023
647	0.1611400293
648	0.1611259953
649	0.1611126204
650	0.1611124642
651	0.1610873267
652	0.1610712736
653	0.161059113
654	0.1610468717
655	0.1610254883
656	0.1609977246
657	0.1609865381
658	0.16097
659	0.1609546053
660	0.1609413753
661	0.1609241675
662	0.1609026904
663	0.1608664071
664	0.1608437012
665	0.1608202043
666	0.1607998698
667	0.1607792334
668	0.160772548
669	0.1607468481
670	0.1607185742
671	0.1606956559
672	0.1606747681
673	0.1606546289
674	0.1606374837
675	0.1606250985
676	0.1606106877
677	0.1605944442
678	0.1605731632
679	0.1605498511
680	0.1605404451
681	0.1605187142
682	0.1605016992
683	0.1604882373
684	0.1604599943
685	0.1604323641
686	0.1604101994
687	0.1603777808
688	0.1603542147
689	0.1603306209
690	0.160315262
691	0.1602917651
692	0.1602838989
693	0.1602837427
694	0.1602555094
695	0.1602510807
696	0.1602348437
697	0.1602188338
698	0.1602015023
699	0.1601764168
700	0.1601558073
701	0.160139895
702	0.1601176506
703	0.1601041968
704	0.1600894686
705	0.1600691284
706	0.1600557585
707	0.1600463037
708	0.160030096
709	0.1600145313
710	0.160000026
711	0.1599900236
712	0.1599674178
713	0.1599560718
714	0.1599373063
715	0.1599198665
716	0.1598981559
717	0.1598916349
718	0.1598784172
719	0.1598633447
720	0.1598493628
721	0.1598256413
722	0.1598071606
723	0.1597925838
724	0.1597763835
725	0.15975979
726	0.1597427718
727	0.1597364168
728	0.1597248201
729	0.1597125285
730	0.1596961353
731	0.1596888298
732	0.1596805469
733	0.1596575098
734	0.1596397607
735	0.1596363143
736	0.1596200765
737	0.1596076066
738	0.1595923307
739	0.1595737321
740	0.1595572591
741	0.15953993
742	0.1595203971
743	0.1595051961
744	0.1594890706
745	0.1594691349
746	0.1594529582
747	0.1594324959
748	0.1594294116
749	0.1594119149
750	0.1593957715
751	0.1593797021
752	0.1593528084
753	0.1593399479
754	0.1593211214
755	0.1593034945
756	0.1592752507
757	0.1592510213
758	0.1592110889
759	0.1591974837
760	0.1591799691
761	0.1591634945
762	0.1591510881
763	0.1591407845
764	0.1591217985
765	0.1590975553
766	0.1590655282
767	0.15904486
768	0.1590244116
769	0.1590100342
770	0.1589866113
771	0.1589695719
772	0.1589504126
773	0.1589345483
774	0.1589177222
775	0.1589064079
776	0.1588851733
777	0.1588685262
778	0.1588493368
779	0.1588233431
780	0.1588034391
781	0.1587786572
782	0.1587586133
783	0.1587456714
784	0.1587392131
785	0.1587247306
786	0.1587106372
787	0.1586913306
788	0.15868413
789	0.1586653467
790	0.1586469971
791	0.1586321411
792	0.1586233187
793	0.1586102897
794	0.1585901823
795	0.1585852767
796	0.1585710661
797	0.1585632284
798	0.1585544222
799	0.1585324227
800	0.1585175553
801	0.1585122803
802	0.1584899504
803	0.1584800203
804	0.1584682609
805	0.1584540267
806	0.1584412866
807	0.1584211426
808	0.1584072534
809	0.158387876
810	0.1583771061
811	0.1583582414
812	0.1583497168
813	0.1583368709
814	0.1583081193
815	0.1582938379
816	0.1582781502
817	0.158254196
818	0.1582379167
819	0.1582205672
820	0.1582086222
821	0.1581857772
822	0.1581706283
823	0.158166993
824	0.1581457642
825	0.158128536
826	0.1581161605
827	0.1580949072
828	0.1580929492
829	0.1580736255
830	0.1580710579
831	0.1580554354
832	0.1580475651
833	0.1580370785
834	0.1580366309
835	0.1580207699
836	0.158002675
837	0.157992417
838	0.1579726782
839	0.1579517033
840	0.1579344889
841	0.1579179842
842	0.1579108171
843	0.1578962337
844	0.157878811
845	0.1578471737
846	0.1578372697
847	0.1578199219
848	0.1578045174
849	0.1577924333
850	0.1577714258
851	0.157746993
852	0.1577274447
853	0.1577152995
854	0.1577050838
855	0.1576958285
856	0.1576885164
857	0.1576730062
858	0.1576557731
859	0.1576397021
860	0.157610485
861	0.1575925789
862	0.1575756104
863	0.1575538354
864	0.1575325586
865	0.1575207528
866	0.1575125301
867	0.1574912069
868	0.1574768766
869	0.1574597233
870	0.1574478231
871	0.1574367546
872	0.1574259546
873	0.157413291
874	0.1573832983
875	0.1573786613
876	0.1573630762
877	0.1573390137
878	0.1573234058
879	0.1573022786
880	0.1572839494
881	0.1572681673
882	0.1572520614
883	0.1572312703
884	0.1572067806
885	0.1571951156
886	0.157178527
887	0.1571692407
888	0.1571572087
889	0.1571366862
890	0.1571202043
891	0.1571020215
892	0.1570833423
893	0.1570621606
894	0.1570504492
895	0.1570238802
896	0.157006154
897	0.1569912215
898	0.1569689063
899	0.156952006
900	0.1569349984
901	0.1569187687
902	0.1569056836
903	0.1568859497
904	0.1568622282
905	0.1568612809
906	0.1568530965
907	0.1568248381
908	0.1567945036
909	0.1567939152
910	0.1567874862
911	0.1567695882
912	0.1567509017
913	0.1567398226
914	0.1567250871
915	0.1567155037
916	0.1566943758
917	0.1566840129
918	0.1566614982
919	0.1566360189
920	0.1566251424
921	0.1566045573
922	0.1565865039
923	0.1565647868
924	0.1565459611
925	0.1565324715
926	0.1565152368
927	0.156494502
928	0.1564826717
929	0.1564720532
930	0.1564607593
931	0.156435
932	0.1564190389
933	0.1564075643
934	0.1563894645
935	0.1563702311
936	0.1563588281
937	0.1563587728
938	0.1563425521
939	0.1563224837
940	0.1563112215
941	0.1562897201
942	0.1562709318
943	0.156241665
944	0.1562112801
945	0.1561928621
946	0.1561697754
947	0.1561549862
948	0.1561399935
949	0.1561286556
950	0.156111049
951	0.1560990267
952	0.1560814982
953	0.1560600146
954	0.1560582243
955	0.1560428092
956	0.1560274243
957	0.1560114185
958	0.1559901481
959	0.1559694824
960	0.1559546102
961	0.155935682
962	0.1559186938
963	0.1559043652
964	0.1558918953
965	0.1558775415
966	0.1558749829
967	0.1558412118
968	0.1558327295
969	0.1558194458
970	0.1558049512
971	0.1558013094
972	0.1557887581
973	0.1557736955
974	0.1557497168
975	0.1557437492
976	0.1557298885
977	0.1557172209
978	0.1557017546
979	0.1556827954
980	0.1556677222
981	0.1556512695
982	0.1556325228
983	0.1556301351
984	0.1556202922
985	0.1555992244
986	0.1555752775
987	0.155571473
988	0.1555611808
989	0.1555350684
990	0.1555141471
991	0.1555035718
992	0.1554964852
993	0.1554940828
994	0.1554724032
995	0.1554562915
996	0.1554381055
997	0.1554277018
998	0.1554080583
999	0.1553990088
